DEPTH,Gamma Ray - Corrected gAPI,Resistivity Phase - Corrected - 2MHz ohm.m,Bulk Density - Compensated kg/m3,Neutron Porosity (Sandstone) Euc,Corrected Drilling Exponent unitless,ROP for the Bit - Distance Over Time (On Bottom) m/s,Chrom 1 Total Gas Euc,Surface Torque Average N.m,Weight On Bit N,Mechanical Specific Energy Pa,28 Stick Slip RPM Average RPM,Mud Weight In kg/m3,ECD at Bit kg/m3,Annular Pressure Pa,PHI_COMBINED,PREDICTED_PORE_PRESSURE_PSI,FLUID_CLASS
514.3933993999455,161.50165515046817,1.8713155532321135,1630.0,0.871548,0.0,0.006623568630930084,0.0,5418.277938842773,158415.30062508583,718828424.5533594,2.1831999476999044,1030.0,1033.6861039996147,10784300.0,0.4,10668.171400024252,Background
514.8271206473315,128.00409419038542,1.3957540540049944,1630.0,0.871548,0.0,0.006626555372461132,0.0,6165.353759765625,278602.3523390293,312640375.8845012,0.5410262364894152,1030.0,1033.6934583485126,28571079.55103412,0.4,10677.98240307277,Background
515.2608418947177,127.27107855259642,1.2175743885807857,1630.0,0.871548,0.0,0.006628062146786019,0.0,5356.334442138672,172202.5545346737,718246659.8438445,2.0610031094402075,1030.0,1034.1596444547176,10809500.0,0.4,10687.79340612129,Background
515.6945631421038,144.56052804800365,1.3692529320847264,1630.0,0.871548,0.0,0.006629942283798465,0.0,6196.018768310547,271418.7044160366,312643420.3988502,0.5668385718017817,1030.0,1033.4517063647509,28571091.416354842,0.4,10697.60440916981,Background
516.12828438949,153.3908268933545,1.4084532302936579,1630.0,0.871548,0.0,0.006633048074188562,0.0,6212.335052490234,267587.4936449528,312645044.1155671,0.5806102771311998,1030.0,1033.3198347985744,28571097.74422431,0.4,10707.41541221833,Background
516.562005636876,160.14190099100009,1.320589729975455,1630.0,0.871548,0.0,0.006635481913573961,0.0,5417.930816650391,158776.03197455406,719405942.9604166,2.179697221145034,1030.0,1033.687641888857,10759000.0,0.4,10717.226415266849,Background
516.9957268842622,145.75276488771593,1.2813466315119526,1630.0,0.871548,0.0,0.006635941571351941,0.0,6200.110275268555,270892.26665616035,312643643.44576657,0.5686074066907167,1030.0,1033.4262056797743,28571092.288054794,0.4,10727.037418315369,Background
517.4294481316483,174.10488353486562,1.3463391835621392,1630.0,0.871548,0.0,0.006638616408482589,0.0,6251.032363891602,258598.32349133492,312648853.8194678,0.6128898337483406,1030.0,1033.0152516067028,28571112.592165545,0.4,10736.848421363888,Background
517.8631693790344,168.45964187653618,1.3570799999999998,1630.0,0.871548,0.0,0.006641560896081461,0.0,6241.685729980469,261042.2875368595,312647818.00457966,0.6040366608649492,1030.0,1033.0913682729006,28571108.556580197,0.4,10746.659424412406,Background
518.2968906264206,167.38292935721424,1.3757603582143827,1630.0,0.871548,0.0,0.0066430162456586365,0.0,5436.739852905273,156214.002753973,718254038.876706,2.202470099553466,1030.0,1033.5748153328896,10809500.0,0.4,10756.470427460927,Background
518.7306118738067,167.12226066006056,1.4260144294935808,1630.0,0.871548,0.0,0.006644918709746287,0.0,6240.6173095703125,261615.49488663673,312647575.0327102,0.6018801964819431,1030.0,1033.106340751052,28571107.611097835,0.4,10766.281430509445,Background
519.1643331211928,163.01112201109189,1.4276484144013082,1630.0,0.871548,0.0,0.0066476922382943905,0.0,6233.990234375,263394.4360561371,312646821.065696,0.5954244937747717,1030.0,1033.160824984312,28571104.673830822,0.4,10776.092433557966,Background
519.5980543685789,158.89964069460905,1.3415700000000002,1630.0,0.871548,0.0,0.006649943037039731,0.0,6227.366851806641,265173.6252682209,312646066.9881203,0.5889681372791529,1030.0,1033.2164569199085,28571101.736390576,0.4,10785.903436606484,Background
